0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.024440000000000073e-02 1.449280000000000013e-02 1.233719999999999956e-02 1.221610000000000057e-02 1.966270000000000170e-02 3.632780000000000037e-02 4.327519999999999978e-02 3.071300000000000072e-02 1.046210000000000022e-02 7.524420000000000414e-03 2.982169999999999960e-02 7.115430000000000366e-02 1.156969999999999943e-01 1.511419999999999986e-01 1.462980000000000114e-01 8.581199999999999939e-02 -1.826289999999999858e-02 -1.386620000000000075e-01 -2.386590000000000100e-01 -2.806600000000000206e-01 -2.413520000000000110e-01 -1.376310000000000033e-01 -2.342419999999999919e-02 6.847830000000000583e-02 1.130000000000000032e-01 1.174169999999999936e-01 1.072660000000000002e-01 9.555389999999999717e-02 7.236049999999999427e-02 3.442189999999999833e-02 -1.159239999999999923e-02 -2.602300000000000099e-02 -2.534180000000000026e-03 1.985390000000000071e-02 8.952949999999999450e-03 -2.593670000000000003e-02 -4.252279999999999949e-02 -1.696910000000000085e-02 1.549580000000000055e-02 2.308270000000000113e-02 1.959959999999999827e-02 1.643429999999999891e-02 1.061649999999999920e-02 -1.546239999999999941e-02 -6.072149999999999770e-02 -1.023469999999999935e-01 -1.190829999999999944e-01 -8.463379999999999515e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.968869999999999995e-02 3.001059999999999839e-02 2.293639999999999915e-02 2.166469999999999854e-02 3.606140000000000040e-02 6.673840000000000328e-02 8.058179999999999510e-02 5.816720000000000224e-02 1.990209999999999896e-02 1.594889999999999849e-02 6.431140000000000467e-02 1.474590000000000067e-01 2.349559999999999982e-01 3.009470000000000200e-01 2.830460000000000198e-01 1.550559999999999994e-01 -5.344159999999999883e-02 -2.832580000000000098e-01 -4.632910000000000084e-01 -5.280129999999999546e-01 -4.434339999999999948e-01 -2.534549999999999859e-01 -5.479900000000000049e-02 1.027020000000000016e-01 1.930870000000000086e-01 2.211190000000000100e-01 2.201970000000000038e-01 1.950699999999999934e-01 1.374599999999999989e-01 6.606299999999999673e-02 -1.054820000000000063e-02 -3.281200000000000089e-02 -3.173290000000000052e-03 2.215690000000000021e-02 8.510240000000000513e-03 -3.691139999999999699e-02 -6.092480000000000118e-02 -2.450830000000000022e-02 2.441679999999999892e-02 4.127879999999999744e-02 4.135769999999999724e-02 2.756190000000000029e-02 -1.641510000000000104e-03 -5.921359999999999818e-02 -1.307919999999999916e-01 -1.820509999999999906e-01 -1.953850000000000031e-01 -1.357760000000000078e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.630149999999999849e-02 3.521010000000000112e-02 2.480009999999999853e-02 2.172630000000000047e-02 4.246409999999999768e-02 9.210000000000000131e-02 1.157630000000000048e-01 8.467729999999999702e-02 3.350349999999999856e-02 3.485390000000000016e-02 1.097019999999999940e-01 2.341920000000000113e-01 3.571579999999999755e-01 4.411240000000000161e-01 3.998680000000000012e-01 2.013079999999999870e-01 -1.024290000000000062e-01 -4.199869999999999992e-01 -6.512270000000000003e-01 -7.168379999999999752e-01 -5.886599999999999611e-01 -3.381210000000000049e-01 -9.874919999999999531e-02 9.530729999999999758e-02 2.240240000000000009e-01 2.981889999999999818e-01 3.250930000000000208e-01 2.907850000000000157e-01 1.963199999999999945e-01 9.826980000000000437e-02 1.538400000000000011e-02 -1.049109999999999973e-02 2.503809999999999977e-03 9.240329999999999724e-03 -2.863010000000000034e-03 -3.134010000000000268e-02 -4.851869999999999794e-02 -1.644249999999999878e-02 2.724539999999999948e-02 4.643470000000000236e-02 5.375259999999999760e-02 2.658780000000000171e-02 -3.810909999999999992e-02 -1.296950000000000047e-01 -2.063220000000000054e-01 -2.333290000000000086e-01 -2.230350000000000110e-01 -1.497900000000000065e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.214920000000000277e-02 4.549630000000000341e-02 2.699899999999999869e-02 2.206249999999999878e-02 5.105049999999999866e-02 1.168310000000000043e-01 1.526839999999999864e-01 1.209979999999999944e-01 6.007559999999999983e-02 6.531059999999999643e-02 1.658789999999999987e-01 3.206590000000000273e-01 4.666100000000000247e-01 5.576590000000000158e-01 4.874080000000000079e-01 2.247679999999999956e-01 -1.532870000000000066e-01 -5.277779999999999694e-01 -7.832390000000000185e-01 -8.404719999999999969e-01 -6.796670000000000211e-01 -3.993180000000000063e-01 -1.461590000000000111e-01 6.008259999999999990e-02 2.233739999999999892e-01 3.408490000000000131e-01 4.055199999999999916e-01 3.741160000000000041e-01 2.567110000000000225e-01 1.500039999999999984e-01 6.453649999999999665e-02 3.332100000000000339e-02 1.726870000000000141e-02 -7.888829999999999454e-03 -1.302030000000000028e-02 -1.307409999999999996e-02 -1.976899999999999838e-02 1.477760000000000054e-03 2.793199999999999850e-02 3.959420000000000300e-02 4.731960000000000333e-02 4.778550000000000332e-03 -8.897510000000000141e-02 -2.026600000000000068e-01 -2.726669999999999927e-01 -2.658170000000000255e-01 -2.273719999999999908e-01 -1.471459999999999990e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.165540000000000215e-02 5.615950000000000109e-02 3.857920000000000099e-02 3.648529999999999829e-02 7.609230000000000160e-02 1.646680000000000088e-01 2.140150000000000108e-01 1.758000000000000118e-01 1.031090000000000062e-01 1.093380000000000046e-01 2.247860000000000136e-01 4.029699999999999949e-01 5.617100000000000426e-01 6.503729999999999789e-01 5.522500000000000187e-01 2.405039999999999956e-01 -1.862109999999999876e-01 -5.893770000000000397e-01 -8.486599999999999699e-01 -8.946020000000000083e-01 -7.187320000000000375e-01 -4.291559999999999819e-01 -1.829989999999999950e-01 2.958030000000000034e-02 2.106850000000000112e-01 3.585920000000000218e-01 4.492120000000000002e-01 4.363609999999999989e-01 3.293380000000000196e-01 2.270129999999999926e-01 1.369420000000000082e-01 8.541709999999999581e-02 3.904839999999999700e-02 -9.557190000000000130e-03 -1.753909999999999844e-02 -7.589730000000000261e-04 8.347159999999999302e-03 3.251710000000000017e-02 4.171389999999999820e-02 2.308990000000000001e-02 1.115020000000000074e-02 -3.991829999999999684e-02 -1.408939999999999915e-01 -2.620879999999999876e-01 -3.240350000000000175e-01 -2.885889999999999844e-01 -2.270689999999999931e-01 -1.430120000000000002e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.780190000000000328e-02 8.643230000000000357e-02 7.085199999999999831e-02 7.538970000000000393e-02 1.287979999999999958e-01 2.356939999999999868e-01 2.940039999999999876e-01 2.494550000000000101e-01 1.566379999999999995e-01 1.538069999999999993e-01 2.793220000000000147e-01 4.695739999999999914e-01 6.348019999999999774e-01 7.217909999999999604e-01 6.028400000000000425e-01 2.553659999999999819e-01 -2.003020000000000078e-01 -6.104889999999999484e-01 -8.578670000000000462e-01 -8.896530000000000271e-01 -7.051770000000000538e-01 -4.227929999999999744e-01 -1.932860000000000134e-01 8.809330000000000632e-03 1.972480000000000067e-01 3.526059999999999750e-01 4.609719999999999929e-01 4.772850000000000148e-01 4.052749999999999964e-01 3.271740000000000204e-01 2.187109999999999888e-01 1.393030000000000102e-01 7.431559999999999555e-02 1.306629999999999944e-02 -6.444750000000000392e-04 1.301959999999999923e-02 2.869499999999999829e-02 6.745389999999999719e-02 6.420439999999999481e-02 1.344200000000000039e-03 -4.622459999999999763e-02 -1.059009999999999951e-01 -1.988360000000000127e-01 -3.108440000000000092e-01 -3.580820000000000114e-01 -2.969240000000000212e-01 -2.178219999999999879e-01 -1.348870000000000069e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.365700000000000025e-02 1.111260000000000026e-01 1.023489999999999955e-01 1.160260000000000041e-01 1.844840000000000091e-01 3.135890000000000066e-01 3.837470000000000048e-01 3.289750000000000174e-01 2.190779999999999950e-01 2.059209999999999929e-01 3.330069999999999975e-01 5.322919999999999874e-01 6.995350000000000179e-01 7.799660000000000482e-01 6.433729999999999727e-01 2.735299999999999954e-01 -1.938030000000000030e-01 -5.952389999999999626e-01 -8.187140000000000528e-01 -8.296219999999999706e-01 -6.378279999999999506e-01 -3.679890000000000105e-01 -1.735130000000000006e-01 -1.892910000000000035e-03 1.658719999999999917e-01 3.185959999999999903e-01 4.390339999999999798e-01 4.888600000000000168e-01 4.644869999999999832e-01 4.165690000000000226e-01 3.037320000000000020e-01 2.052360000000000018e-01 1.366380000000000094e-01 8.028459999999999763e-02 5.189620000000000344e-02 4.387130000000000196e-02 5.575839999999999963e-02 1.012030000000000013e-01 7.721240000000000048e-02 -3.845280000000000226e-02 -1.262669999999999904e-01 -1.905999999999999917e-01 -2.651769999999999960e-01 -3.524809999999999888e-01 -3.694399999999999906e-01 -2.767609999999999792e-01 -1.855650000000000077e-01 -1.149290000000000034e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.480890000000000650e-02 1.300610000000000099e-01 1.216190000000000049e-01 1.410200000000000065e-01 2.235050000000000092e-01 3.748639999999999750e-01 4.587559999999999971e-01 4.051250000000000129e-01 2.815849999999999742e-01 2.639610000000000012e-01 3.969409999999999883e-01 5.960649999999999560e-01 7.521740000000000093e-01 8.186240000000000183e-01 6.660829999999999806e-01 2.850139999999999896e-01 -1.757050000000000001e-01 -5.494740000000000180e-01 -7.376489999999999991e-01 -7.236019999999999675e-01 -5.238760000000000083e-01 -2.717370000000000063e-01 -1.227680000000000021e-01 -1.032369999999999989e-02 1.113460000000000005e-01 2.454949999999999910e-01 3.847110000000000252e-01 4.710799999999999987e-01 4.870920000000000250e-01 4.779180000000000095e-01 3.818829999999999725e-01 2.972139999999999782e-01 2.439310000000000089e-01 1.918759999999999910e-01 1.540159999999999862e-01 1.201210000000000055e-01 1.001879999999999993e-01 1.194910000000000000e-01 5.785540000000000127e-02 -1.070789999999999936e-01 -2.268419999999999881e-01 -2.933160000000000212e-01 -3.402120000000000144e-01 -3.784330000000000194e-01 -3.438499999999999890e-01 -2.183219999999999883e-01 -1.274510000000000087e-01 -8.331719999999999404e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.150769999999999738e-02 1.391620000000000079e-01 1.298549999999999982e-01 1.539889999999999870e-01 2.502659999999999885e-01 4.231030000000000069e-01 5.244520000000000293e-01 4.727379999999999916e-01 3.466130000000000044e-01 3.242019999999999902e-01 4.558019999999999849e-01 6.481400000000000494e-01 7.865689999999999626e-01 8.297080000000000011e-01 6.617420000000000524e-01 2.824960000000000249e-01 -1.513809999999999878e-01 -4.809789999999999899e-01 -6.236270000000000424e-01 -5.831899999999999862e-01 -3.752110000000000167e-01 -1.412480000000000124e-01 -4.225600000000000189e-02 -1.483830000000000001e-03 4.960660000000000069e-02 1.524199999999999999e-01 3.098380000000000023e-01 4.357389999999999874e-01 4.862750000000000128e-01 5.090970000000000217e-01 4.570290000000000186e-01 4.164700000000000069e-01 3.871859999999999746e-01 3.405420000000000114e-01 2.927069999999999950e-01 2.328669999999999907e-01 1.631940000000000057e-01 1.192669999999999980e-01 3.031090000000000173e-03 -1.998379999999999879e-01 -3.413070000000000270e-01 -4.048610000000000264e-01 -4.089690000000000270e-01 -3.763690000000000091e-01 -2.801819999999999866e-01 -1.285689999999999888e-01 -5.124460000000000126e-02 -4.473160000000000330e-02 0.000000000000000000e+00
