0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	5.44599e-05	0.000204305	0.000662109	0.00194871	0.00521042	0.0126274	0.0276872	0.0548782	0.0983814	0.159894	0.236623	0.320902	0.402039	0.469503	0.515792	0.537827	0.53673	0.516524	0.482522	0.43999	0.393397	0.346231	0.301094	0.25984	0.22376	0.193743	0.170395	0.154117	0.145161	0.143655	0.149623	0.162981	0.183534	0.210944	0.244692	0.284007	0.327772	0.374381	0.421558	0.466194	0.504212	0.530603	0.539935	0.527482	0.49078	0.43113	0.354335	0.269986	0.189107	0.120898	0.0701782	0.0368706	0.0175104	0.0075192	0.00292368	0.00103167	0.000331275	9.70899e-05	2.60524e-05	6.42046e-06	1.45765e-06	3.05771e-07	5.94313e-08	1.07319e-08	1.80503e-09	2.8345e-10	4.16514e-11	5.73943e-12	7.43119e-13	9.05766e-14	1.04114e-14	1.13048e-15	1.16134e-16	1.13043e-17	1.04406e-18	9.16177e-20	7.64805e-21	6.08075e-22	4.60987e-23	3.33589e-24	2.30658e-25	1.52538e-26	9.6571e-28	5.85805e-29	3.40771e-30	1.90251e-31	1.02018e-32	5.25809e-34	2.6067e-35	1.24382e-36	5.71617e-38	2.53166e-39	1.08122e-40	4.45535e-42	1.77234e-43	6.80981e-45	2.52854e-46	9.06687e-48	0	
0	0.000204305	0.000732981	0.00225445	0.00627598	0.0158276	0.0360876	0.0742891	0.138077	0.232149	0.354569	0.495256	0.638246	0.766567	0.8669	0.931981	0.960597	0.956061	0.92421	0.871704	0.804968	0.729824	0.65144	0.574219	0.501769	0.436989	0.382135	0.338892	0.308463	0.291628	0.288797	0.300041	0.325088	0.363317	0.413702	0.47476	0.544468	0.620182	0.698578	0.775578	0.84632	0.905254	0.946176	0.962419	0.947639	0.897284	0.810537	0.692138	0.553124	0.409456	0.278134	0.172049	0.0964105	0.0488015	0.022297	0.00920285	0.00343794	0.00116552	0.000359677	0.000101361	2.61714e-05	6.21118e-06	1.35917e-06	2.75056e-07	5.16237e-08	9.00994e-09	1.46601e-09	2.22906e-10	3.1743e-11	4.24251e-12	5.33213e-13	6.31371e-14	7.05552e-15	7.45326e-16	7.45427e-17	7.06868e-18	6.36418e-19	5.44731e-20	4.43805e-21	3.44571e-22	2.55224e-23	1.80542e-24	1.2209e-25	7.9003e-27	4.8962e-28	2.90873e-29	1.6578e-30	9.07172e-32	4.76981e-33	2.41145e-34	1.17307e-35	5.49441e-37	2.4794e-38	1.07861e-39	4.52613e-41	1.83307e-42	7.16892e-44	2.7088e-45	9.8819e-47	0	
0	0.000662109	0.00225445	0.00651363	0.0169443	0.0397477	0.0839222	0.159349	0.272415	0.420968	0.592348	0.767013	0.925639	1.0547	1.14775	1.20378	1.22484	1.21433	1.17622	1.11493	1.0355	0.943763	0.845802	0.747306	0.653353	0.568287	0.495576	0.437878	0.397111	0.374511	0.370729	0.385872	0.419499	0.470617	0.537595	0.618089	0.708971	0.806251	0.905099	1.00004	1.08509	1.15426	1.20219	1.22423	1.21625	1.17454	1.09636	0.981267	0.833247	0.662932	0.487772	0.328091	0.2	0.109906	0.0543228	0.024152	0.00967552	0.00350212	0.00114908	0.000342984	9.34703e-05	2.33397e-05	5.35832e-06	1.13474e-06	2.2235e-07	4.04311e-08	6.84089e-09	1.07978e-09	1.59374e-10	2.2046e-11	2.86403e-12	3.50115e-13	4.03485e-14	4.3911e-15	4.52015e-16	4.40786e-17	4.07776e-18	3.58363e-19	2.99564e-20	2.38476e-21	1.81005e-22	1.31129e-23	9.07647e-25	6.00859e-26	3.80778e-27	2.31207e-28	1.34626e-29	7.52331e-31	4.03808e-32	2.08329e-33	1.03381e-34	4.93786e-36	2.27159e-37	1.00713e-38	4.30585e-40	1.77626e-41	7.07398e-43	2.72121e-44	1.01037e-45	0	
0	0.00194871	0.00627598	0.0169443	0.0409248	0.0886301	0.17183	0.298203	0.464647	0.654758	0.844502	1.01283	1.1485	1.2489	1.31515	1.34879	1.35084	1.32239	1.26567	1.18464	1.08522	0.97443	0.858931	0.74472	0.637191	0.540787	0.458964	0.3944	0.348957	0.323831	0.319668	0.336537	0.374039	0.431165	0.506351	0.597259	0.700769	0.812888	0.92859	1.04207	1.14689	1.23603	1.30303	1.34314	1.35348	1.33259	1.27951	1.19292	1.07132	0.915236	0.731988	0.539097	0.360635	0.217132	0.117118	0.0565325	0.0244537	0.00950597	0.00333299	0.00105826	0.000305517	8.05204e-05	1.94475e-05	4.32e-06	8.85612e-07	1.68082e-07	2.96214e-08	4.8606e-09	7.44544e-10	1.06719e-10	1.43455e-11	1.81223e-12	2.15564e-13	2.41877e-14	2.56454e-15	2.57345e-16	2.44774e-17	2.20992e-18	1.8964e-19	1.54871e-20	1.20508e-21	8.9446e-23	6.3397e-24	4.29517e-25	2.7843e-26	1.72853e-27	1.02858e-28	5.87176e-30	3.21818e-31	1.69471e-32	8.58099e-34	4.18063e-35	1.96108e-36	8.86294e-38	3.86148e-39	1.62285e-40	6.5826e-42	2.57837e-43	9.74517e-45	0	
0	0.00521042	0.0158276	0.0397477	0.0886301	0.176092	0.311445	0.491142	0.695066	0.894108	1.06512	1.19954	1.29861	1.36426	1.39604	1.39286	1.35502	1.28542	1.1895	1.07455	0.948632	0.818575	0.689728	0.567083	0.454926	0.356411	0.274085	0.209867	0.164977	0.140276	0.136189	0.15274	0.189715	0.246373	0.321657	0.413934	0.520907	0.639685	0.766581	0.896778	1.02515	1.14544	1.24989	1.33079	1.38186	1.39912	1.3813	1.32904	1.2434	1.12343	0.966698	0.776786	0.571337	0.378803	0.224384	0.118348	0.0556057	0.0233382	0.00878463	0.00297879	0.00091415	0.000255046	6.49696e-05	1.51723e-05	3.26042e-06	6.4699e-07	1.1894e-07	2.03171e-08	3.23374e-09	4.80809e-10	6.6942e-11	8.74672e-12	1.07475e-12	1.24429e-13	1.35978e-14	1.40501e-15	1.37481e-16	1.27584e-17	1.12448e-18	9.42489e-20	7.52165e-21	5.72231e-22	4.15463e-23	2.88174e-24	1.9115e-25	1.21367e-26	7.38289e-28	4.30653e-29	2.41079e-30	1.29617e-31	6.69826e-33	3.32942e-34	1.59286e-35	7.33966e-37	3.25938e-38	1.39578e-39	5.76732e-41	2.30062e-42	8.8528e-44	0	
0	0.0126274	0.0360876	0.0839222	0.17183	0.311445	0.500115	0.715189	0.922529	1.09613	1.22963	1.32734	1.38958	1.41156	1.39077	1.3295	1.23401	1.11301	0.975517	0.830058	0.683227	0.539154	0.402054	0.276198	0.164218	0.0679667	-0.0108715	-0.0715678	-0.113583	-0.136555	-0.140457	-0.125147	-0.0907954	-0.037474	0.0342159	0.123679	0.229629	0.350109	0.483009	0.624764	0.770961	0.917719	1.05934	1.188	1.29479	1.37071	1.40835	1.40354	1.35686	1.27303	1.15436	0.996877	0.800853	0.584783	0.381896	0.221283	0.113567	0.0517331	0.0210023	0.00763662	0.00249994	0.000740576	0.000199492	4.90868e-05	1.10791e-05	2.30263e-06	4.42244e-07	7.87469e-08	1.3039e-08	2.01324e-09	2.90601e-10	3.93076e-11	4.9933e-12	5.9692e-13	6.72801e-14	7.1626e-15	7.21419e-16	6.88515e-17	6.23566e-18	5.3665e-19	4.39442e-20	3.42802e-21	2.55047e-22	1.81177e-23	1.23011e-24	7.99041e-26	4.97032e-27	2.96329e-28	1.69476e-29	9.30541e-31	4.90897e-32	2.48996e-33	1.2152e-34	5.71012e-36	2.58505e-37	1.1282e-38	4.74952e-40	1.9298e-41	7.56146e-43	0	
0	0.0276872	0.0742891	0.159349	0.298203	0.491142	0.715189	0.931813	1.11072	1.24615	1.34487	1.40429	1.41384	1.37099	1.28312	1.16035	1.01336	0.851532	0.682715	0.513757	0.348959	0.192706	0.0503913	-0.0753252	-0.183786	-0.27392	-0.345692	-0.399882	-0.436646	-0.456593	-0.460094	-0.446856	-0.417132	-0.369968	-0.305258	-0.222417	-0.121112	-0.00198623	0.133744	0.284916	0.44676	0.614593	0.784219	0.949673	1.10363	1.23725	1.34035	1.40251	1.41436	1.3739	1.29004	1.16999	1.00888	0.804865	0.579048	0.369742	0.20823	0.103447	0.0454999	0.0178115	0.00624153	0.00196913	0.000562366	0.000146127	3.47085e-05	7.56813e-06	1.52084e-06	2.82661e-07	4.87477e-08	7.8243e-09	1.17202e-09	1.64255e-10	2.15881e-11	2.66663e-12	3.10196e-13	3.40447e-14	3.53151e-15	3.46798e-16	3.22896e-17	2.85457e-18	2.39938e-19	1.91995e-20	1.4643e-21	1.06566e-22	7.40825e-24	4.92454e-25	3.1332e-26	1.90976e-27	1.11614e-28	6.25994e-30	3.3719e-31	1.74566e-32	8.69248e-34	4.16603e-35	1.92303e-36	8.55473e-38	3.66986e-39	1.51903e-40	6.06149e-42	0	
0	0.0548782	0.138077	0.272415	0.464647	0.695066	0.922529	1.11072	1.25148	1.35347	1.41214	1.41073	1.34761	1.23746	1.09252	0.921777	0.734419	0.538261	0.342175	0.15333	-0.0229013	-0.180079	-0.315463	-0.43034	-0.524977	-0.599778	-0.657544	-0.699532	-0.727244	-0.742152	-0.744587	-0.734916	-0.712484	-0.67661	-0.625302	-0.557419	-0.470965	-0.363862	-0.236696	-0.0882112	0.0809791	0.265302	0.459402	0.656458	0.848302	1.02669	1.18282	1.30806	1.39193	1.41897	1.3828	1.29677	1.17248	1.00377	0.788924	0.55442	0.343424	0.186752	0.0893419	0.0377918	0.0142224	0.00479229	0.00145463	0.000400007	0.000100171	2.29527e-05	4.83284e-06	9.38731e-07	1.68807e-07	2.81937e-08	4.38643e-09	6.37452e-10	8.67448e-11	1.10789e-11	1.33088e-12	1.50667e-13	1.61043e-14	1.62799e-15	1.55898e-16	1.41633e-17	1.22246e-18	1.00374e-19	7.85002e-21	5.85454e-22	4.16841e-23	2.83636e-24	1.84628e-25	1.15078e-26	6.87444e-28	3.93914e-29	2.16691e-30	1.14523e-31	5.81946e-33	2.84522e-34	1.33933e-35	6.07406e-37	2.6556e-38	1.11994e-39	4.55178e-41	0	
0	0.0983814	0.232149	0.420968	0.654758	0.894108	1.09613	1.24615	1.35347	1.41458	1.40755	1.32989	1.20387	1.04217	0.848274	0.633369	0.408895	0.186525	-0.0224745	-0.212485	-0.37797	-0.516556	-0.631065	-0.723236	-0.793497	-0.846004	-0.884434	-0.910193	-0.926715	-0.935183	-0.936128	-0.931026	-0.917363	-0.896004	-0.863024	-0.816541	-0.753742	-0.670821	-0.56479	-0.436394	-0.281467	-0.101054	0.101057	0.319233	0.544158	0.764374	0.968091	1.14322	1.28418	1.38374	1.42029	1.38416	1.29373	1.16215	0.981153	0.752919	0.512163	0.305336	0.159314	0.0730364	0.0296023	0.0106801	0.00345315	0.00100687	0.000266287	6.42117e-05	1.41845e-05	2.88269e-06	5.41053e-07	9.41151e-08	1.52208e-08	2.29528e-09	3.23603e-10	4.27591e-11	5.3072e-12	6.20054e-13	6.83221e-14	7.11284e-15	7.00816e-16	6.54525e-17	5.80293e-18	4.89065e-19	3.92327e-20	2.99931e-21	2.1877e-22	1.52413e-23	1.01524e-24	6.47231e-26	3.95268e-27	2.31447e-28	1.30047e-29	7.01766e-31	3.63961e-32	1.81554e-33	8.71656e-35	4.03057e-36	1.79616e-37	7.7187e-39	3.19559e-40	0	
