0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.52169	-0.483929	-0.445225	-0.407429	-0.372265	-0.341074	-0.314788	-0.294193	-0.279726	-0.271697	-0.270278	-0.275445	-0.287187	-0.305201	-0.329194	-0.358514	-0.392316	-0.429425	-0.468211	
-0.979039	-0.905519	-0.832076	-0.761829	-0.697558	-0.641099	-0.594001	-0.557326	-0.531689	-0.517591	-0.515165	-0.524489	-0.545397	-0.577605	-0.620503	-0.673324	-0.734693	-0.802928	-0.875692	
-1.35125	-1.25169	-1.15257	-1.05864	-0.97322	-0.898639	-0.836954	-0.789069	-0.755833	-0.737661	-0.734587	-0.746899	-0.774112	-0.816314	-0.872494	-0.942038	-1.02327	-1.11401	-1.21149	
-1.60488	-1.49361	-1.38366	-1.28046	-1.18698	-1.1063	-1.03989	-0.988588	-0.953244	-0.933825	-0.930635	-0.94366	-0.972752	-1.01781	-1.07838	-1.15348	-1.24203	-1.34158	-1.44891	
-1.70738	-1.60167	-1.50091	-1.408	-1.32544	-1.25543	-1.19795	-1.15419	-1.12399	-1.10734	-1.10478	-1.11543	-1.14051	-1.17853	-1.23092	-1.29595	-1.37377	-1.46291	-1.56074	
-1.69312	-1.60991	-1.53393	-1.46561	-1.40719	-1.35797	-1.31827	-1.28845	-1.26765	-1.25655	-1.25471	-1.26195	-1.27896	-1.30492	-1.34065	-1.3861	-1.44092	-1.50536	-1.57927	
-1.60772	-1.56063	-1.51871	-1.48317	-1.45344	-1.42844	-1.40921	-1.39412	-1.38404	-1.37876	-1.37746	-1.38185	-1.38936	-1.40329	-1.41996	-1.44306	-1.47054	-1.50334	-1.54298	
-1.46821	-1.46739	-1.46721	-1.46785	-1.46748	-1.46715	-1.46609	-1.46436	-1.46367	-1.4625	-1.4624	-1.46334	-1.4638	-1.46592	-1.46686	-1.46777	-1.46803	-1.46802	-1.46598	
-1.28523	-1.32387	-1.35846	-1.38564	-1.40815	-1.42386	-1.43455	-1.44248	-1.44637	-1.44863	-1.44927	-1.44704	-1.44471	-1.43712	-1.42923	-1.4144	-1.39539	-1.37088	-1.33873	
-1.05824	-1.11344	-1.16031	-1.19916	-1.22929	-1.25128	-1.26854	-1.28103	-1.28742	-1.29308	-1.29271	-1.29015	-1.28469	-1.27322	-1.25943	-1.23844	-1.21191	-1.17584	-1.13502	
-0.809314	-0.857821	-0.896668	-0.932948	-0.958083	-0.983922	-1.0024	-1.01616	-1.02713	-1.0318	-1.03295	-1.02958	-1.02062	-1.00941	-0.990647	-0.970144	-0.943721	-0.910948	-0.873993	
-0.572449	-0.600874	-0.627931	-0.652898	-0.678439	-0.70185	-0.720838	-0.735298	-0.748856	-0.751645	-0.755444	-0.750145	-0.740574	-0.728621	-0.708557	-0.688621	-0.663277	-0.639246	-0.610149	
-0.385391	-0.399463	-0.422131	-0.441769	-0.467447	-0.483842	-0.503179	-0.516419	-0.525696	-0.531745	-0.532023	-0.528945	-0.520917	-0.508278	-0.493507	-0.473268	-0.452076	-0.430521	-0.407514	
-0.274856	-0.287088	-0.303469	-0.318943	-0.332075	-0.345129	-0.354919	-0.363859	-0.367409	-0.372681	-0.371198	-0.369792	-0.366016	-0.357035	-0.350239	-0.336739	-0.324952	-0.309288	-0.294061	
-0.226277	-0.232182	-0.238209	-0.241686	-0.245342	-0.248866	-0.250628	-0.253404	-0.254753	-0.256043	-0.256072	-0.255736	-0.254298	-0.252132	-0.249842	-0.246595	-0.242962	-0.240256	-0.235429	
