0.940412	0.910965	0.845786	0.74765	0.618241	0.473463	0.338319	0.21552	0.108971	0.045196	0.0492149	0.12648	0.264486	0.438269	0.600344	0.698394	0.710071	0.631124	0.46792	0.247032	0	
1.03668	0.996795	0.923921	0.823912	0.692709	0.544494	0.414621	0.31491	0.242359	0.209628	0.237232	0.330191	0.473771	0.640451	0.782937	0.858998	0.854827	0.759494	0.569147	0.304921	0	
1.06441	1.03019	0.95809	0.861715	0.740046	0.604471	0.489708	0.413089	0.375988	0.386107	0.451943	0.566381	0.714307	0.876417	1.00891	1.07112	1.04889	0.925979	0.695022	0.374825	0	
1.00936	0.986197	0.929537	0.855498	0.762867	0.658497	0.573279	0.525454	0.517769	0.559424	0.659294	0.802094	0.965252	1.13079	1.25809	1.30738	1.26036	1.09703	0.814891	0.43745	0	
0.864715	0.864486	0.845472	0.812704	0.761731	0.702109	0.660015	0.645109	0.659599	0.721928	0.849841	1.02423	1.21084	1.38252	1.49785	1.52346	1.44391	1.23959	0.912416	0.487822	0	
0.675213	0.695219	0.71631	0.734059	0.735508	0.723736	0.722919	0.747234	0.796266	0.882475	1.02872	1.22209	1.42323	1.594	1.6907	1.68734	1.57404	1.33511	0.976109	0.520628	0	
0.480888	0.51039	0.564377	0.628924	0.678634	0.713204	0.757633	0.82561	0.913133	1.02751	1.18752	1.38088	1.57334	1.72946	1.80748	1.78315	1.64551	1.38196	1.00327	0.532957	0	
0.315689	0.349048	0.418645	0.510771	0.603108	0.687739	0.773193	0.874277	0.99379	1.131	1.29495	1.4762	1.64706	1.77666	1.83345	1.79897	1.65604	1.3884	1.00699	0.534335	0	
0.194032	0.227671	0.304651	0.414658	0.536583	0.655945	0.772591	0.896361	1.02763	1.16742	1.3256	1.49104	1.63581	1.73513	1.77241	1.73713	1.6067	1.35846	0.994655	0.530799	0	
0.123267	0.164018	0.248933	0.360524	0.487122	0.62305	0.755427	0.883236	1.0108	1.13967	1.27552	1.41485	1.53771	1.61816	1.64532	1.61528	1.5038	1.28445	0.950203	0.509736	0	
0.122622	0.164547	0.246124	0.347368	0.464583	0.590851	0.710549	0.826262	0.939888	1.04753	1.15679	1.27262	1.37781	1.44612	1.47158	1.44924	1.35143	1.15611	0.856388	0.458576	0	
0.193113	0.227279	0.297772	0.377656	0.461171	0.549208	0.632975	0.715928	0.806497	0.903218	1.00083	1.099	1.18736	1.24398	1.26396	1.2412	1.15161	0.98121	0.723683	0.384627	0	
0.332577	0.351268	0.390382	0.423486	0.45718	0.495801	0.528733	0.56875	0.635734	0.724664	0.818527	0.911289	0.987808	1.02593	1.03029	1.00272	0.924987	0.787291	0.580187	0.306591	0	
0.504755	0.495703	0.487614	0.467949	0.448789	0.433662	0.419302	0.419731	0.456097	0.530382	0.620386	0.706236	0.769142	0.795066	0.793519	0.767308	0.706158	0.605127	0.449193	0.237112	0	
0.669079	0.631144	0.577734	0.502531	0.42683	0.365518	0.316451	0.284938	0.292523	0.343295	0.411748	0.480007	0.535184	0.564717	0.572942	0.561051	0.524173	0.457172	0.342343	0.180196	0	
0.818842	0.749784	0.647078	0.517866	0.39398	0.291327	0.211798	0.158115	0.142827	0.168997	0.216635	0.267721	0.312164	0.347898	0.377377	0.391968	0.383907	0.346338	0.263468	0.139346	0	
0.954731	0.846129	0.696858	0.523674	0.352299	0.204387	0.0961793	0.0270465	0.00130073	0.0196554	0.0578457	0.0940363	0.128372	0.170562	0.216728	0.252366	0.270905	0.26029	0.204252	0.109999	0	
1.0696	0.918897	0.727296	0.514212	0.30392	0.122673	-0.00867641	-0.0906081	-0.122962	-0.108668	-0.0699587	-0.0315416	0.00338905	0.0473438	0.0973051	0.1414	0.173572	0.177863	0.14323	0.0792675	0	
1.14733	0.9566	0.729976	0.497091	0.272853	0.073991	-0.07607	-0.17244	-0.215363	-0.205596	-0.161833	-0.116007	-0.0758389	-0.0279649	0.0201432	0.0571309	0.0826089	0.086903	0.0694998	0.0399731	0	
1.18025	0.963026	0.72336	0.489198	0.262641	0.0584771	-0.0973551	-0.197336	-0.245196	-0.244886	-0.208929	-0.164243	-0.121594	-0.0767926	-0.0408153	-0.0179187	-0.0040966	-0.00404143	-0.00692789	-0.002369	0	
1.17326	0.955665	0.719	0.488282	0.268669	0.0759155	-0.0688431	-0.158525	-0.202546	-0.21069	-0.191357	-0.16632	-0.145711	-0.124677	-0.107517	-0.0950751	-0.0875548	-0.0856085	-0.0707733	-0.036422	0	
1.12764	0.927958	0.709181	0.496854	0.299008	0.129176	0.00498444	-0.0627504	-0.0904047	-0.103801	-0.114442	-0.129444	-0.147203	-0.161775	-0.17134	-0.172351	-0.168179	-0.15786	-0.123951	-0.0651661	0	
1.03434	0.867106	0.687513	0.510922	0.348875	0.215552	0.125282	0.0856232	0.0693812	0.0422423	-0.0013909	-0.0536213	-0.109206	-0.164323	-0.207428	-0.230816	-0.240478	-0.229885	-0.181881	-0.099219	0	
0.907629	0.779883	0.645216	0.514391	0.405355	0.326512	0.277534	0.257893	0.245382	0.209919	0.144374	0.0635835	-0.0226588	-0.113196	-0.194825	-0.25818	-0.300381	-0.300648	-0.243701	-0.13746	0	
0.766907	0.671188	0.581552	0.506224	0.459995	0.437216	0.426533	0.428794	0.428485	0.394834	0.319932	0.224909	0.116458	-0.0110794	-0.140914	-0.254508	-0.334081	-0.349219	-0.290473	-0.168311	0	
0.607703	0.546911	0.508404	0.491903	0.503346	0.531589	0.565986	0.598688	0.613273	0.589887	0.520952	0.417149	0.281866	0.117693	-0.0541288	-0.21166	-0.324341	-0.356138	-0.303428	-0.178624	0	
0.436491	0.41235	0.423251	0.464704	0.534892	0.623058	0.710294	0.773276	0.803456	0.791087	0.721169	0.600048	0.441948	0.257059	0.0595163	-0.127452	-0.262626	-0.312333	-0.276744	-0.165868	0	
0.273912	0.277938	0.333588	0.433022	0.564942	0.713391	0.852458	0.951303	0.996238	0.979502	0.896877	0.759394	0.584945	0.389101	0.182292	-0.0134806	-0.158617	-0.227855	-0.217762	-0.133406	0	
0.159414	0.186165	0.275002	0.416434	0.591355	0.786357	0.975391	1.10892	1.1601	1.1363	1.04732	0.897994	0.709867	0.507648	0.297625	0.100189	-0.0479847	-0.1299	-0.1404	-0.0867151	0	
0.125166	0.163117	0.266745	0.427199	0.625746	0.851714	1.06544	1.20878	1.26286	1.24308	1.15905	1.01237	0.821927	0.608956	0.386343	0.186629	0.0405598	-0.0469094	-0.0714074	-0.0443252	0	
0.163117	0.205793	0.316737	0.485315	0.693087	0.915547	1.10996	1.24209	1.29825	1.28414	1.21164	1.07944	0.89181	0.669363	0.442234	0.245641	0.096795	-5.21182e-05	-0.0353786	-0.0237281	0	
0.266745	0.316737	0.430496	0.594269	0.784122	0.968434	1.12208	1.22986	1.27335	1.25291	1.18184	1.05852	0.882509	0.671841	0.457933	0.268158	0.115157	0.0125757	-0.0284019	-0.0230406	0	
0.427199	0.485315	0.594269	0.734481	0.885411	1.01926	1.11735	1.17587	1.18597	1.14426	1.06109	0.943932	0.788005	0.5987	0.406191	0.234432	0.0945689	0.00405862	-0.0321927	-0.0280242	0	
0.625746	0.693087	0.784122	0.885411	0.987393	1.05753	1.08292	1.07835	1.04391	0.971496	0.870362	0.751422	0.606761	0.439747	0.277494	0.136626	0.0301584	-0.0260123	-0.0419516	-0.032261	0	
0.851714	0.915547	0.968434	1.01926	1.05753	1.05526	1.01527	0.951089	0.86577	0.759365	0.634703	0.49847	0.353585	0.2074	0.0763749	-0.0242204	-0.0782597	-0.0856274	-0.0714937	-0.0451381	0	
