0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.00214928	-0.00116268	-0.00135588	0.00129532	-0.00305076	-0.000378663	0.000653668	-0.00265583	-0.00109285	0.00039278	-0.000622026	-0.00313495	0.000554009	-0.00106114	9.89011e-05	-0.00420949	0.000979258	-0.000311353	-0.0005693	
0.000709844	-1.68235e-05	0.00170289	0.00201783	-0.00274968	0.0011516	0.00379284	-0.0025699	-0.000254509	0.00312006	-1.4307e-05	-0.00232503	0.00166457	0.0018237	2.44787e-05	-0.00313829	0.00130262	0.00398324	-0.00190045	
-0.00172818	-0.00291282	-0.00247102	0.00256415	-0.00526277	0.000153439	0.00126404	-0.00490306	-0.00201191	0.00211291	-0.00206804	-0.00518014	0.000815175	-0.000643144	-0.00103029	-0.00729787	0.00137526	0.00124613	-0.00308252	
-0.00313837	-0.000763275	0.00164851	0.000880409	-0.00532184	6.93363e-05	0.0029311	-0.00511596	-0.0010371	0.00173786	-0.00182368	-0.00457671	0.00104525	-9.58198e-05	-0.00163729	-0.00614532	0.0011018	0.00229188	-0.00439791	
0.00258064	-0.00167586	-0.00067047	0.000603914	-0.00128423	0.00109747	0.000971522	-0.00288646	-0.000575069	0.00261504	-0.00264103	-0.00171403	-8.6422e-05	0.00140012	-0.00288702	-0.00308407	-5.86145e-05	0.00308655	-0.00544661	
-0.00321811	-0.0032648	-0.00115209	-0.00173422	-0.00413343	-0.00209591	-0.00234034	-0.00347245	-0.00274693	-0.00166136	-0.00412657	-0.00338623	-0.00257133	-0.00258454	-0.00456979	-0.00472052	-0.00273251	-0.0017417	-0.00731682	
0.00139169	0.00095288	1.09074e-05	-0.00138187	0.00128244	-0.000862419	-0.000906645	-4.57093e-05	-0.000221685	-0.00195914	-0.00093991	-0.000471751	-0.00140664	-0.001557	-0.00209529	-0.000657539	-0.00205089	-0.00123547	-0.0040237	
0.00155689	-0.00187938	-0.004407	-0.00271539	0.00146323	-0.00370962	-0.00456898	0.00122845	-0.00346595	-0.00399161	-0.00216069	-0.000563013	-0.00505567	-0.00352775	-0.00346906	-0.00103204	-0.0060438	-0.00521551	-0.00431679	
-0.00215996	-0.0016198	-0.00276266	-0.00116336	-0.000697524	-0.0053641	-0.00373706	0.00201084	-0.00498843	-0.00567082	-0.000498693	-0.00188739	-0.00570235	-0.00507438	-0.0018715	-0.00170182	-0.00729664	-0.00725342	-0.00128763	
0.00125206	0.00258113	-0.00532986	-0.000102988	0.00188389	-0.0034883	-0.00249869	0.00267415	-0.00436809	-0.00434462	0.00149319	-0.00206763	-0.00466864	-0.00444645	0.000621653	-0.00188348	-0.00674841	-0.00707231	0.00276551	
-0.00447991	-0.00313301	-0.00428398	-0.00139051	-0.00207149	-0.00695978	-0.00246321	8.46785e-05	-0.00722673	-0.00424237	-0.0012394	-0.0035012	-0.00774369	-0.00425046	-0.00256808	-0.00391881	-0.0105458	-0.00801309	0.000782152	
-0.000208258	-0.00150179	-0.00152115	-0.00256284	-0.00149353	-0.00374803	-0.00123041	-0.00233256	-0.00573467	-0.00223698	-0.00256991	-0.00395797	-0.00687179	-0.0024718	-0.00369782	-0.0035904	-0.0101341	-0.00429958	0.000240531	
-0.00230817	-0.00363721	0.000159536	-0.00444339	-0.00125251	-0.00303758	-0.00209378	-0.00451461	-0.00259304	-0.00255674	-0.00418763	-0.00432785	-0.00485704	-0.00284624	-0.00550665	-0.00447903	-0.0095528	-0.00275745	-0.00484732	
-0.0041883	-0.0017619	-0.000936749	-0.00542207	-0.00402478	-0.00128083	-0.00421716	-0.00580717	-0.00134328	-0.00465767	-0.00568576	-0.00509856	-0.0032274	-0.00607026	-0.00606463	-0.00743773	-0.00585248	-0.00610393	-0.00752686	
-0.00266511	-0.000471377	-0.0027771	-0.00757321	-0.00108992	-0.000115286	-0.00801469	-0.00621897	0.000237094	-0.00657546	-0.00775018	-0.00433576	-0.00369791	-0.00753008	-0.00830205	-0.00668908	-0.00436492	-0.0079289	-0.0109914	
-0.00495402	-0.00252623	-0.0020371	-0.00435718	0.00042368	-0.00318103	-0.00782776	-0.00160078	0.000937076	-0.00826498	-0.00643654	-0.00122067	-0.00371358	-0.0078361	-0.00829722	-0.00423538	-0.00312389	-0.0109087	-0.012579	
-0.00335802	-0.000893603	-0.00310977	-0.00600232	-0.00356836	-0.00414267	-0.00707799	-0.0017511	-0.00466911	-0.00969997	-0.00542858	-0.00289774	-0.00697135	-0.0102566	-0.00856485	-0.00456453	-0.00537061	-0.0153079	-0.0132177	
-0.00233476	-0.00388625	-0.00689697	-0.00407095	-0.00289189	-0.00451477	-0.00678868	-0.00379898	-0.00660748	-0.00740576	-0.00517705	-0.00537696	-0.0088147	-0.00964192	-0.00821572	-0.00504711	-0.00838437	-0.0175756	-0.0105699	
-0.00608694	-0.00592966	0.000116288	-0.000149527	-0.00516807	-0.00611282	-0.00151674	-0.00491566	-0.00474661	-0.00609052	-0.0034812	-0.007285	-0.00612684	-0.00847585	-0.00563893	-0.00577499	-0.00956158	-0.0149914	-0.00706131	
-0.00824263	-0.00312784	0.000247056	-0.00892688	-0.00957943	-0.00229349	-0.00216594	-0.0110816	-0.00658328	-0.00467138	-0.00720986	-0.00965672	-0.00817219	-0.00846195	-0.00857972	-0.00981544	-0.013948	-0.0135694	-0.00901815	
-0.00312784	-0.000776449	-0.00537406	-0.0089302	-0.00517541	0.000476183	-0.00913557	-0.0119355	-0.00316811	-0.0044348	-0.0113273	-0.010613	-0.00678923	-0.00852412	-0.00988156	-0.0138309	-0.0119415	-0.0105195	-0.0100739	
0.000247056	-0.00537406	-0.0066885	-0.00290497	-0.00283172	-0.00320907	-0.0102697	-0.0061933	-0.000563652	-0.00733688	-0.0120838	-0.0071579	-0.00461479	-0.00813122	-0.0120796	-0.0136575	-0.0075209	-0.00821687	-0.0139531	
