0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.00758428	0.0173339	0.0272811	0.0326464	0.0340855	0.0346062	0.0370999	0.0410795	0.0474634	0.0605161	0.0802953	0.106919	0.136856	0.168787	0.195523	0.208419	0.20471	0.184794	0.152917	
0	0.0173339	0.038235	0.0604781	0.0720822	0.0771386	0.0784822	0.0846735	0.0918792	0.104649	0.128082	0.165647	0.214185	0.269599	0.327787	0.374742	0.396141	0.383829	0.34331	0.280646	
0	0.0272811	0.0604781	0.0939612	0.113591	0.121056	0.124567	0.132421	0.143003	0.158414	0.19025	0.238745	0.304006	0.376269	0.451891	0.511365	0.532279	0.508847	0.445764	0.35672	
0	0.0326464	0.0720822	0.113591	0.135554	0.144163	0.14525	0.154154	0.163897	0.181586	0.216091	0.273073	0.347416	0.430616	0.516165	0.579159	0.596143	0.556644	0.474541	0.364879	
0	0.0340855	0.0771386	0.121056	0.144163	0.148482	0.14607	0.149563	0.156236	0.167909	0.200335	0.254502	0.329992	0.413253	0.498784	0.559318	0.566098	0.514204	0.417758	0.29882	
0	0.0346062	0.0784822	0.124567	0.14525	0.14607	0.135504	0.132795	0.129282	0.131672	0.151336	0.195139	0.259424	0.332656	0.408942	0.457873	0.453331	0.388341	0.284947	0.166031	
0	0.0370999	0.0846735	0.132421	0.154154	0.149563	0.132795	0.118193	0.10236	0.0857755	0.0852191	0.105479	0.147422	0.199429	0.256171	0.288638	0.268931	0.194409	0.0884278	-0.0244417	
0	0.0410795	0.0918792	0.143003	0.163897	0.156236	0.129282	0.10236	0.0671713	0.0276864	-0.00205918	-0.0125241	-0.00035557	0.0246454	0.0596508	0.0742029	0.0427402	-0.0375644	-0.141829	-0.245703	
0	0.0474634	0.104649	0.158414	0.181586	0.167909	0.131672	0.0857755	0.0276864	-0.0425774	-0.107985	-0.155022	-0.177344	-0.178707	-0.163854	-0.161058	-0.196956	-0.27533	-0.371112	-0.463437	
0	0.0605161	0.128082	0.19025	0.216091	0.200335	0.151336	0.0852191	-0.00205918	-0.107985	-0.213455	-0.301318	-0.356819	-0.382443	-0.380816	-0.381854	-0.413933	-0.481412	-0.563413	-0.640368	
0	0.0802953	0.165647	0.238745	0.273073	0.254502	0.195139	0.105479	-0.0125241	-0.155022	-0.301318	-0.424804	-0.509225	-0.548647	-0.551149	-0.54668	-0.566431	-0.618383	-0.683433	-0.74461	
0	0.106919	0.214185	0.304006	0.347416	0.329992	0.259424	0.147422	-0.00035557	-0.177344	-0.356819	-0.509225	-0.609929	-0.652689	-0.648251	-0.629534	-0.63177	-0.664288	-0.710793	-0.756498	
0	0.136856	0.269599	0.376269	0.430616	0.413253	0.332656	0.199429	0.0246454	-0.178707	-0.382443	-0.548647	-0.652689	-0.68412	-0.661877	-0.620532	-0.599857	-0.608726	-0.63519	-0.662716	
0	0.168787	0.327787	0.451891	0.516165	0.498784	0.408942	0.256171	0.0596508	-0.163854	-0.380816	-0.551149	-0.648251	-0.661877	-0.616959	-0.550915	-0.503669	-0.486386	-0.485414	-0.490462	
0	0.195523	0.374742	0.511365	0.579159	0.559318	0.457873	0.288638	0.0742029	-0.161058	-0.381854	-0.54668	-0.629534	-0.620532	-0.550915	-0.456098	-0.380297	-0.32843	-0.29586	-0.270589	
0	0.208419	0.396141	0.532279	0.596143	0.566098	0.453331	0.268931	0.0427402	-0.196956	-0.413933	-0.566431	-0.63177	-0.599857	-0.503669	-0.380297	-0.268479	-0.178914	-0.105932	-0.0488918	
0	0.20471	0.383829	0.508847	0.556644	0.514204	0.388341	0.194409	-0.0375644	-0.27533	-0.481412	-0.618383	-0.664288	-0.608726	-0.486386	-0.32843	-0.178914	-0.0443802	0.0673029	0.155446	
0	0.184794	0.34331	0.445764	0.474541	0.417758	0.284947	0.0884278	-0.141829	-0.371112	-0.563413	-0.683433	-0.710793	-0.63519	-0.485414	-0.29586	-0.105932	0.0673029	0.213205	0.321455	
0	0.152917	0.280646	0.35672	0.364879	0.29882	0.166031	-0.0244417	-0.245703	-0.463437	-0.640368	-0.74461	-0.756498	-0.662716	-0.490462	-0.270589	-0.0488918	0.155446	0.321455	0.43982	
0	0.110761	0.200458	0.247271	0.235802	0.165145	0.0381907	-0.139519	-0.348481	-0.553354	-0.715446	-0.805629	-0.802446	-0.694457	-0.501352	-0.25899	-0.0127006	0.209162	0.385031	0.503442	
0	0.0593122	0.105376	0.119019	0.0894791	0.0147395	-0.10253	-0.266142	-0.461585	-0.654078	-0.802299	-0.877754	-0.860888	-0.740592	-0.5333	-0.276526	-0.018011	0.21105	0.386949	0.502864	
0	0.0030992	0.00111147	-0.0189801	-0.0690657	-0.148253	-0.258863	-0.410383	-0.594381	-0.776235	-0.910113	-0.970083	-0.939273	-0.809414	-0.594126	-0.331236	-0.0680059	0.161267	0.336022	0.44902	
0	-0.0522773	-0.100456	-0.154622	-0.225345	-0.312844	-0.42109	-0.563909	-0.738702	-0.90868	-1.02687	-1.06983	-1.02573	-0.892087	-0.676255	-0.415951	-0.154678	0.0726697	0.245302	0.357816	
0	-0.0952908	-0.178852	-0.260349	-0.34812	-0.446751	-0.555146	-0.694207	-0.859367	-1.01768	-1.12007	-1.14748	-1.09715	-0.966408	-0.760495	-0.508597	-0.252031	-0.0270967	0.146126	0.259577	
0	-0.120894	-0.226547	-0.324682	-0.427406	-0.535383	-0.648816	-0.782709	-0.938462	-1.08119	-1.16789	-1.18322	-1.13187	-1.01203	-0.821244	-0.581319	-0.331238	-0.108799	0.0629777	0.176789	
0	-0.127859	-0.239049	-0.3453	-0.455653	-0.574679	-0.691324	-0.822835	-0.965636	-1.09362	-1.16652	-1.17527	-1.12912	-1.02255	-0.847628	-0.617366	-0.371195	-0.150812	0.0210362	0.136054	
0	-0.116803	-0.219492	-0.322315	-0.435235	-0.560287	-0.681388	-0.808693	-0.94165	-1.05639	-1.12348	-1.13211	-1.09642	-1.00221	-0.840017	-0.614673	-0.370797	-0.149439	0.0235343	0.146025	
0	-0.0915691	-0.174232	-0.262784	-0.370947	-0.495849	-0.619376	-0.744756	-0.871761	-0.983203	-1.05328	-1.07307	-1.05112	-0.970061	-0.817449	-0.597346	-0.354945	-0.13426	0.0456272	0.17873	
0	-0.0611066	-0.116609	-0.186858	-0.281425	-0.403467	-0.527616	-0.657217	-0.788481	-0.908421	-0.995233	-1.03455	-1.03148	-0.962726	-0.819991	-0.60472	-0.366625	-0.141613	0.0468775	0.198833	
0	-0.0317628	-0.0628792	-0.109785	-0.19096	-0.304338	-0.434783	-0.575804	-0.72546	-0.867873	-0.982381	-1.04957	-1.06741	-1.01168	-0.876756	-0.667063	-0.427747	-0.195652	0.0113344	0.183022	
0	-0.00476054	-0.00951956	-0.0330942	-0.0935166	-0.198709	-0.335304	-0.498289	-0.677247	-0.855365	-1.00724	-1.11141	-1.15591	-1.11876	-0.994628	-0.790557	-0.549141	-0.302872	-0.0759353	0.118722	
0	0.0221248	0.0434432	0.0471823	0.00883559	-0.0843942	-0.229401	-0.41736	-0.632056	-0.850572	-1.04459	-1.18988	-1.2667	-1.25206	-1.14073	-0.942611	-0.69753	-0.43905	-0.19537	0.0174982	
0	0.0491691	0.0977391	0.128065	0.112888	0.0312071	-0.120212	-0.331046	-0.578974	-0.834359	-1.06866	-1.25441	-1.36475	-1.3736	-1.27308	-1.08022	-0.832004	-0.567287	-0.31339	-0.0886807	
0	0.0813881	0.160072	0.218157	0.224575	0.154951	0.00178847	-0.225115	-0.496097	-0.782563	-1.0499	-1.27424	-1.41544	-1.44536	-1.35356	-1.16414	-0.917554	-0.652098	-0.394091	-0.158548	
0	0.121001	0.236287	0.321252	0.350088	0.292508	0.145524	-0.0847774	-0.368427	-0.673667	-0.970211	-1.22528	-1.39622	-1.44507	-1.36444	-1.18508	-0.949723	-0.692288	-0.435364	-0.187056	
0	0.164423	0.315109	0.427038	0.471826	0.428974	0.293875	0.0726275	-0.21047	-0.525529	-0.84007	-1.11778	-1.31117	-1.37781	-1.31421	-1.15553	-0.941367	-0.702478	-0.446289	-0.189324	
