0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.351588	-0.298242	-0.247751	-0.20171	-0.161216	-0.1268	-0.0989402	-0.0777151	-0.0631602	-0.0552763	-0.0539477	-0.059249	-0.0710768	-0.0895892	-0.11466	-0.146363	-0.184385	-0.228283	-0.277274	
-0.666448	-0.57149	-0.48202	-0.400716	-0.329064	-0.268237	-0.218932	-0.181288	-0.155503	-0.141463	-0.139123	-0.14853	-0.169582	-0.202459	-0.247014	-0.303145	-0.370443	-0.447971	-0.534402	
-0.933638	-0.807113	-0.689627	-0.583998	-0.491785	-0.414444	-0.352032	-0.304752	-0.272476	-0.254842	-0.251981	-0.263568	-0.290055	-0.331219	-0.387689	-0.45902	-0.545342	-0.645715	-0.75851	
-1.14318	-1.00344	-0.876007	-0.762658	-0.665382	-0.584579	-0.519837	-0.471314	-0.438123	-0.420125	-0.417188	-0.42888	-0.456044	-0.498208	-0.55658	-0.631012	-0.721832	-0.828913	-0.951013	
-1.29045	-1.16633	-1.0542	-0.955537	-0.871778	-0.801863	-0.746394	-0.704594	-0.675978	-0.66071	-0.65794	-0.668377	-0.691333	-0.72802	-0.777655	-0.841992	-0.920213	-1.01298	-1.12035	
-1.38048	-1.29101	-1.21105	-1.14231	-1.08347	-1.03446	-0.995665	-0.965734	-0.94567	-0.934718	-0.932664	-0.940608	-0.95656	-0.983166	-1.01784	-1.06291	-1.11757	-1.18227	-1.25745	
-1.43065	-1.38244	-1.34065	-1.30435	-1.27242	-1.24582	-1.22332	-1.20597	-1.19403	-1.187	-1.18622	-1.19047	-1.20088	-1.21583	-1.23687	-1.26141	-1.29136	-1.32603	-1.3644	
-1.45727	-1.44817	-1.43876	-1.42707	-1.41532	-1.40266	-1.39055	-1.38117	-1.37301	-1.36907	-1.36846	-1.37054	-1.378	-1.38556	-1.39814	-1.40979	-1.42259	-1.43445	-1.44555	
-1.41983	-1.43983	-1.45082	-1.45671	-1.45584	-1.45234	-1.44792	-1.4429	-1.43868	-1.43696	-1.43594	-1.43797	-1.44099	-1.44591	-1.45018	-1.45483	-1.45648	-1.45296	-1.44625	
-1.2722	-1.30823	-1.33307	-1.35114	-1.36081	-1.36992	-1.37449	-1.37638	-1.37992	-1.37897	-1.38014	-1.37965	-1.3772	-1.3768	-1.37073	-1.36588	-1.35545	-1.34099	-1.3179	
-1.02643	-1.06482	-1.10008	-1.1259	-1.15327	-1.1726	-1.18915	-1.20126	-1.21054	-1.2137	-1.21577	-1.21201	-1.20523	-1.19467	-1.17983	-1.16099	-1.13759	-1.11221	-1.07818	
-0.745583	-0.784504	-0.825847	-0.862567	-0.899029	-0.925559	-0.950488	-0.969717	-0.979725	-0.98961	-0.988303	-0.98497	-0.975198	-0.957367	-0.938328	-0.908918	-0.877876	-0.840792	-0.80202	
-0.515089	-0.555139	-0.592119	-0.629729	-0.657873	-0.687065	-0.707122	-0.72501	-0.734699	-0.742609	-0.74219	-0.738411	-0.729708	-0.714036	-0.695658	-0.670345	-0.641644	-0.606738	-0.571235	
-0.363971	-0.391765	-0.414852	-0.436774	-0.455669	-0.473088	-0.485993	-0.496737	-0.505062	-0.508076	-0.509932	-0.506669	-0.500185	-0.491758	-0.477466	-0.463687	-0.444069	-0.424372	-0.401733	
-0.266719	-0.277582	-0.2846	-0.29441	-0.303023	-0.312309	-0.320256	-0.327696	-0.332487	-0.335409	-0.336247	-0.333763	-0.330151	-0.3238	-0.315497	-0.307891	-0.297281	-0.287812	-0.280772	
-0.19788	-0.202483	-0.201752	-0.208677	-0.215361	-0.22117	-0.227663	-0.23139	-0.235985	-0.236003	-0.238048	-0.235463	-0.232444	-0.230087	-0.221867	-0.217989	-0.212342	-0.203381	-0.201625	
-0.171954	-0.167454	-0.170125	-0.175502	-0.179167	-0.176441	-0.1841	-0.18002	-0.184419	-0.183908	-0.182772	-0.186183	-0.180536	-0.184128	-0.180255	-0.176713	-0.177962	-0.172854	-0.166876	
-0.164461	-0.152825	-0.157948	-0.155523	-0.149262	-0.149894	-0.150077	-0.146044	-0.148187	-0.147634	-0.145156	-0.149033	-0.146004	-0.147747	-0.150901	-0.149014	-0.15259	-0.158378	-0.152433	
